Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GNI (current US$),NY.GNP.MKTP.CD,Seychelles,SYC,1310494513.25307,1356470624.89207,1437007268.57076,1513506861.42721,1576390499.7399,1193727936.87736,1371936142.54898
GNI (current US$),NY.GNP.MKTP.CD,Sierra Leone,SLE,4162054005.53585,3276983580.95652,3629620900.30429,3798493994.47027,4025178583.02057,3985252721.5383,3995815732.39313
GNI (current US$),NY.GNP.MKTP.CD,Singapore,SGP,286988143729.997,299291205211.726,317255775219.06,331175637603.796,328531300395.836,299065956367.326,349153926311.872
GNI (current US$),NY.GNP.MKTP.CD,Sint Maarten (Dutch part),SXM,1243648044.69274,1263340782.12291,1165420502.7933,1159301620.11173,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Slovak Republic,SVK,86733263300.8359,87583418794.8866,93926182364.7602,104466604126.592,103182377535.247,105402420036.534,115077831441.487
GNI (current US$),NY.GNP.MKTP.CD,Slovenia,SVN,41777964522.8476,43632050799.3503,47713349731.153,53372128973.349,53500705545.3332,53346714724.9651,60877394215.3479
GNI (current US$),NY.GNP.MKTP.CD,Solomon Islands,SLB,1283707481.01634,1336636005.6365,1440168319.09121,1594891895.63031,1602564477.45124,1572053315.314,1649438761.65926
GNI (current US$),NY.GNP.MKTP.CD,Somalia,SOM,5305760749.99998,5503680221.6119,5576438926.51833,5821908806.35139,6449308553.2943,6844967094.26668,7585987105.66542
GNI (current US$),NY.GNP.MKTP.CD,South Africa,ZAF,338766618711.13,315294078694.387,370872982190.206,392870879580.499,378848113685.367,331987598189.906,410990090604.222
GNI (current US$),NY.GNP.MKTP.CD,South Sudan,SSD,10522802563.6757,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Spain,ESP,1195894016724.61,1236606698893.78,1313739000871.77,1423751671292.55,1396786257474.51,1280087734202.34,1434870975678.27
GNI (current US$),NY.GNP.MKTP.CD,Sri Lanka,LKA,83118685911.4259,85816575847.1017,92061622970.4342,92095788074.8396,86545585356.5612,83069588981.4572,86882788616.251
GNI (current US$),NY.GNP.MKTP.CD,St. Kitts and Nevis,KNA,892251777.777778,949438777.777778,1010053111.11111,1029781370.37037,1085300296.2963,870667740.740741,840895481.481481
GNI (current US$),NY.GNP.MKTP.CD,St. Lucia,LCA,1654322030.26832,1751440336.73313,1878054229.30557,1953048104.5156,1970239317.7671,1488955607.6238,1629711119.56316
GNI (current US$),NY.GNP.MKTP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,St. Vincent and the Grenadines,VCT,768334962.962963,809136814.814815,844071444.444444,883846777.777778,902727740.740741,867488481.481481,899405455.72967
GNI (current US$),NY.GNP.MKTP.CD,Sudan,SDN,83074332675.0419,100851316306.325,124529204401.951,30521438451.4703,30717965586.5431,25561386740.1828,32981636505.8456
GNI (current US$),NY.GNP.MKTP.CD,Suriname,SUR,5112916761.78769,3151077609.73573,3197633185.09021,3608724690.11725,3604007264.5354,2446062312.93336,2591610812.18274
GNI (current US$),NY.GNP.MKTP.CD,Sweden,SWE,509135748362.768,518630030590.624,550408187913.536,566408353850.658,549543150544.506,566101960738.874,653869337889
GNI (current US$),NY.GNP.MKTP.CD,Switzerland,CHE,710791973092.921,692675086225.84,694938810964.515,706130299456.309,705462297803.829,725285845501.105,797464598719.854
GNI (current US$),NY.GNP.MKTP.CD,Syrian Arab Republic,SYR,15848198142.4024,12132269968.3602,15776196502.0366,20567954335.0256,21589756788.9983,10617637274.1472,..
GNI (current US$),NY.GNP.MKTP.CD,Tajikistan,TJK,9798023721.8283,8081766785.35421,8637238733.52281,8990689745.60713,9631253672.45866,9516009649.38626,10567367294.7855
GNI (current US$),NY.GNP.MKTP.CD,Tanzania,TZA,46478408725.9015,48664271398.6999,52106629424.4937,56210502157.1647,61908444374.409,62347075302.0884,67628157576.3083
GNI (current US$),NY.GNP.MKTP.CD,Thailand,THA,380595105656.73,393948759646.876,435913381929.181,482208064326.436,523869832128.731,488207658410.479,488545959452.233
GNI (current US$),NY.GNP.MKTP.CD,Timor-Leste,TLS,2792624633.59659,2230612539.9416,2268489891.75227,2243668004.99858,2727266193.48219,2386754507.99882,1888203479.46282
GNI (current US$),NY.GNP.MKTP.CD,Togo,TGO,4321508266.66658,6075237459.78776,6400471259.52392,7131540391.55886,7242517958.52954,7591296131.24711,8435586627.75569
GNI (current US$),NY.GNP.MKTP.CD,Tonga,TON,441521434.820647,422778679.65368,478641664.781723,518918634.333121,553369426.471236,526124410.198693,495412441.283638
GNI (current US$),NY.GNP.MKTP.CD,Trinidad and Tobago,TTO,26612327180.445,23071075279.9617,23846606985.5987,23621888574.8572,23242507414.6141,20003843325.1119,24369551809.9779
GNI (current US$),NY.GNP.MKTP.CD,Tunisia,TUN,44599918433.9315,43404189944.1341,41171488798.8758,41649741206.6946,40813829062.1592,41141125017.7784,45147400286.2766
GNI (current US$),NY.GNP.MKTP.CD,Turkiye,TUR,854632643639.706,860511856494.818,847836163674.241,766527975167.757,747112345288.872,710897360514.225,807006172670.162
GNI (current US$),NY.GNP.MKTP.CD,Turkmenistan,TKM,33705628571.4286,35225885714.2857,36352285714.2857,39044183542.8571,43575785421.098,..,..
GNI (current US$),NY.GNP.MKTP.CD,Turks and Caicos Islands,TCA,943770000,1035252000,1005865000,1081278000,1158415000,894683000,953269800
GNI (current US$),NY.GNP.MKTP.CD,Tuvalu,TUV,56981368.7927278,60538135.5932203,62693669.527897,69338015.5409444,72278136.9482099,73714747.780607,84080789.5132212
GNI (current US$),NY.GNP.MKTP.CD,Uganda,UGA,31759208216.1898,28691910589.1177,30021045503.8327,30599853122.0745,31947093833.6706,33392751549.69,35086225848.1078
GNI (current US$),NY.GNP.MKTP.CD,Ukraine,UKR,94833346303.6801,94324202682.4467,113717881232.94,132164702854.727,155795067632.402,160040174348.512,195032690517.551
GNI (current US$),NY.GNP.MKTP.CD,United Arab Emirates,ARE,372018151656.831,371351990633.321,393294203608.06,428473530175.213,420059156724.283,349010115405.013,..
GNI (current US$),NY.GNP.MKTP.CD,United Kingdom,GBR,2871047254146.38,2636540825081.9,2654505924434.68,2838922264241.22,2855883547433.12,2643852716859.46,3117696729240.22
GNI (current US$),NY.GNP.MKTP.CD,United States,USA,18660910000000,19020479000000,19885551000000,20937355000000,21764537000000,21472360000000,23617113000000
GNI (current US$),NY.GNP.MKTP.CD,Uruguay,URY,50826382337.8733,54576367614.1977,60677167932.5159,60881595997.4353,58272220749.1618,50655049788.7276,54359608743.5089
GNI (current US$),NY.GNP.MKTP.CD,Uzbekistan,UZB,87622913321.9979,86990975001.5639,63294217513.735,54140688877.7794,60644519146.4206,59702701802.1801,69434897836.3834
GNI (current US$),NY.GNP.MKTP.CD,Vanuatu,VUT,743900346.089337,798348793.731274,882373516.983736,941313836.51795,1015445239.14322,985206873.808286,1049443083.52938
GNI (current US$),NY.GNP.MKTP.CD,"Venezuela, RB",VEN,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Vietnam,VNM,227116870128.414,242953111266.812,264356105960.018,294286042195.288,317567407546.967,331798335861.466,347388393015.399
GNI (current US$),NY.GNP.MKTP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,West Bank and Gaza,PSE,15684800000,17301100000,18257000000,19063900000,20164700000,18024400000,21434600000
GNI (current US$),NY.GNP.MKTP.CD,"Yemen, Rep.",YEM,41099139151.067,31253705292.9279,26801829853.3576,21589554089.8993,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Zambia,ZMB,20839208733.1386,20311304651.4334,24726787496.7166,25904785012.8606,22904080806.827,17601655545.9248,20225790733.0532
GNI (current US$),NY.GNP.MKTP.CD,Zimbabwe,ZWE,17604879510,18002592270,15593754987.2666,33442898974.5351,21487836444.2707,21031595049.0709,27672250575.4405
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Afghanistan,AFG,597.832696578365,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Albania,ALB,3999.65160416934,4155.5351617098,4261.22377417112,4427.83551023927,4487.60480077496,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Algeria,DZA,4088.3752625149,4192.96471308169,4144.74156423149,4074.86547313416,4043.97960195978,3790.80258068895,3845.98285060129
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,American Samoa,ASM,..,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Andorra,AND,..,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Angola,AGO,2943.17748568538,2759.3743139009,2627.65420008614,2436.21136720798,2281.072103664,2119.3182150804,2055.82989915411
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Antigua and Barbuda,ATG,13925.5573715609,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Argentina,ARG,13530.9262760371,13062.1352296832,13236.1795314936,12619.2035743605,12206.1988386394,11042.0993181922,12141.7315007796
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Armenia,ARM,3814.96709221877,3779.19824248807,4128.44592655297,4290.80333528831,4629.63581064877,4202.37663030558,4403.9355562953
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Aruba,ABW,27224.8375482525,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Australia,AUS,55558.3534934152,54840.3412089323,56531.5662353452,57284.8382717997,58270.762182739,58280.6047786057,61527.8673971242
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Austria,AUT,43760.6584933486,44772.142840504,44774.1890328331,45535.7066279977,46118.3765652984,43606.6974060093,44927.0090719415
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Azerbaijan,AZE,5324.43800853835,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,"Bahamas, The",BHS,29181.022518634,28584.8485397269,29481.9243873589,28788.4548719399,29605.3513968562,22500.6308117914,24897.000040925
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Bahrain,BHR,21521.0589629219,21561.2443668083,21718.5563555568,21737.0570445114,22034.584906349,20998.9520482694,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Bangladesh,BGD,1316.24334088005,1370.28852368666,1425.20790991354,1520.40753811411,1622.47741142642,1660.54903851952,1773.97713093934
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Barbados,BRB,16224.4684141066,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Belarus,BLR,5714.15757741626,5544.58387126821,5745.60462939248,5947.3744356048,6084.75718145502,5984.48868583472,6171.75613218222
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Belgium,BEL,41588.6699293374,41988.6582404833,42317.4758257084,42593.1122040563,43614.9627589823,41374.1009749318,43144.9091779147
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Belize,BLZ,5877.24490164531,5721.98075512883,5475.7921154509,5356.12417474212,5495.16628702498,4896.43816045681,5555.73978923165
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Benin,BEN,1033.19004228456,1035.9688614821,1060.51176363465,1099.95515458402,1142.11085506538,1152.54209272575,1246.29417586981
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Bermuda,BMU,105672.072596839,105507.96181234,111662.411924509,110034.92418323,108260.993985965,102480.032163101,109483.579136054
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Bhutan,BTN,2503.54855793686,2640.60407728569,2737.06866926844,2789.65548466045,2927.44978860129,2699.95560076184,2793.84461152643
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Bolivia,BOL,2874.01769345143,2997.9591543343,3039.72992121555,3137.84581144166,3173.54585711213,2884.36709183359,2979.58689408877
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Bosnia and Herzegovina,BIH,4631.2638832895,4810.354860022,4971.61667401221,5231.74281812788,5466.37857437922,5341.2194150363,5770.83762294837
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Botswana,BWA,5693.65495964035,5624.60846205516,5770.24901090867,5824.70113427373,6168.23571348286,5709.06131145829,6051.1841906419
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Brazil,BRA,8617.95266609003,8248.50158907834,8311.79761129941,8316.01280955985,8362.51352879536,8029.70738363762,8305.54804255028
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,British Virgin Islands,VGB,..,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Brunei Darussalam,BRN,32225.4280193646,31592.6051570445,31420.0341021879,29686.1468517665,31184.5825327429,31259.8490030205,29926.4447798003
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Bulgaria,BGR,6854.49376560334,7108.41643078558,7424.4099976593,7597.76322085316,7991.94884141518,7660.10938490622,8393.15748575413
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Burkina Faso,BFA,603.329103714093,620.88299904054,645.475281998956,673.454667522086,675.849099978729,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Burundi,BDI,289.392852381498,282.816841857881,278.126338823711,274.78867041566,271.035622966182,265.08940617344,261.948241677588
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Cabo Verde,CPV,2784.92705145207,2887.05514735681,2963.05425306675,3097.74834844419,3248.59694783284,2734.37882841228,2911.3963272635
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Cambodia,KHM,1106.12822119589,1170.17618539049,1236.66908958936,1305.86333176625,1374.26550124772,1345.83925573558,1353.48297449303
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Cameroon,CMR,1380.69014637652,1396.50050306893,1402.93112858572,1418.23534398009,1422.99500206369,1386.84242101349,1344.78176753698
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Canada,CAN,42928.2552562368,42856.9559008141,44116.8465722268,44536.1710204933,44812.3039325333,41617.5049934393,45205.8227919492
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Cayman Islands,CYM,45855.5342098762,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Central African Republic,CAF,356.248512035367,367.069163694689,387.622581694269,405.964217344986,408.825498970658,395.716957982009,395.546635698307
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Chad,TCD,750.938579622358,689.540932840157,650.414394529311,642.678997834782,641.624358032675,585.786195650143,576.275080159724
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Channel Islands,CHI,..,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Chile,CHL,13236.8592944733,13260.879113646,13072.0718582184,13332.3449512008,13250.6233760963,11934.7151609167,13251.1213080311
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,China,CHN,7978.17972235479,8474.07551331399,9041.33860339783,9577.06830926869,10127.4214937101,10276.3867827692,11087.3976424954
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Colombia,COL,6147.25548263188,6221.67467206297,6172.20337148571,6161.16831240172,6261.65888751402,5812.18727141448,6309.84754003726
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Comoros,COM,1329.79990870461,1344.86297800322,1366.85939619453,1390.86783375812,1388.26530549071,1359.28871337029,1361.97554553127
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,"Congo, Dem. Rep.",COD,446.582240039333,470.558398356491,465.697968185547,471.426785499415,467.330068506277,476.077004508327,460.965666079382
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,"Congo, Rep.",COG,2334.81803638772,1981.2613008846,1678.28152156504,1665.05163300523,1548.17498768459,1412.50859367914,1456.12726938389
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Costa Rica,CRI,11043.7878627882,11499.7830236299,11698.3391475063,11812.928132744,11945.8143272577,11460.990281892,11946.3651744404
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Cote d'Ivoire,CIV,1898.88021243798,1981.65019066104,2057.4643486035,2124.32476035475,2227.76491876727,2204.51829777708,2303.57023347448
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Croatia,HRV,12017.7981121612,12247.6737308045,13016.3163503093,13475.3997678852,14083.7007740877,13246.103294249,15299.3653012202
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Cuba,CUB,7585.07971944006,7610.27240979979,7752.4218159339,7927.19609181379,7919.87094707317,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Curacao,CUW,19841.8794260783,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Cyprus,CYP,23334.34765625,23909.583984375,25324.91015625,26253.341796875,26802.98046875,24932.3984375,25918.642578125
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Czechia,CZE,16606.8582930533,17104.5433740082,17973.3944731179,18488.5014689715,18899.6614289255,18171.8408523695,19246.2303998668
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Denmark,DNK,54889.6142125758,55673.3823590593,56774.3782948232,57758.6791997925,58477.8536047208,57965.1496733178,61037.9903664283
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Djibouti,DJI,2382.47574530686,2460.05176700188,2512.13959063997,2581.72298731401,2733.89113708758,2724.17001597284,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Dominica,DMA,7454.16675263691,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Dominican Republic,DOM,6556.74868253542,6896.45741317351,7106.87269440533,7556.24724381357,7829.31893621681,7220.77842191837,8029.71377581029
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Ecuador,ECU,6020.11897824524,5851.77807576952,5870.38756599904,5809.26772214453,5688.60364235285,5175.82669876179,5402.3764200992
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,"Egypt, Arab Rep.",EGY,3312.04558287186,3398.32850658949,3451.14895386119,3544.73664619007,3633.53089994722,3719.07920432396,3781.19218036277
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,El Salvador,SLV,3586.28684080701,3644.83900603412,3702.86435000917,3784.7814534621,3900.69910913647,3559.11435421606,3907.29540436805
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Equatorial Guinea,GNQ,7383.23460385753,6733.5067688398,5764.77506787066,5282.10072888192,4722.59242179951,4572.50200275454,4304.32739691639
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Eritrea,ERI,..,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Estonia,EST,17019.6381097495,17692.7577298699,18630.2733219063,19494.5469543163,20117.1964525741,20215.2924544251,22103.9289644338
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Eswatini,SWZ,3442.63295449914,3396.25426611502,3390.60642587891,3427.1635927434,3366.77887875404,3291.03411338946,3605.7978131856
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Ethiopia,ETH,627.751001677003,669.027041876263,711.460428578458,741.040189178229,780.662496153952,806.573700268623,830.686947222589
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Faroe Islands,FRO,54153.5339109882,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Fiji,FJI,4805.04204352131,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Finland,FIN,43222.8706588894,44051.1245595244,45085.0112126546,45818.5090248821,46277.3385377714,45804.9838588444,47316.9725466172
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,France,FRA,37444.4731888861,37858.7930890509,38509.4128462795,38965.0142582478,39592.1829550238,36316.3028507508,39161.9546464954
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,French Polynesia,PYF,..,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Gabon,GAB,6501.65556971003,6518.49235422082,6482.38757888865,6173.48526730029,6047.50460697293,6224.38455859456,4657.86593610586
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,"Gambia, The",GMB,597.002870470115,594.713038482445,606.937494842684,634.635270711127,657.606123929114,645.698091148383,647.799583536069
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Georgia,GEO,3923.26650746073,3938.45212908846,4110.78698661684,4356.71212479397,4552.93564178013,4229.77757768046,4608.61474001152
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Germany,DEU,42039.9501801798,42965.4596241677,43759.6505247941,44302.965105823,44758.5128981849,43180.0929940813,44104.7019226088
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Ghana,GHA,1659.838278904,1659.95236918904,1739.02065275843,1814.66702156098,1900.30579867008,1968.26291325479,1958.98601933927
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Gibraltar,GIB,..,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Greece,GRC,18069.1573475294,18060.0640609332,18231.047825759,18298.1526546737,18658.7590515744,17125.4963013347,18459.3887814343
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Greenland,GRL,..,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Grenada,GRD,7396.79964886722,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Guam,GUM,..,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Guatemala,GTM,3899.155248235,3946.48254721606,4004.98500074996,4078.27224998586,4184.8180232877,4048.01922702784,4290.9040990746
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Guinea,GIN,744.104645570384,802.698801062258,874.277569373164,878.092835615162,892.206980762325,867.068822604874,860.089017009435
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Guinea-Bissau,GNB,600.257193299131,622.89744652326,627.652918707861,596.349281649755,645.860444145145,613.934260394211,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Guyana,GUY,5701.13978002147,5850.0903332276,6027.71924311121,6099.30948217343,6300.81561241677,9014.00829971821,10464.0861698242
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Haiti,HTI,1408.0016604598,1414.52266485686,1430.8102680613,1433.73668651077,1391.38153520484,1325.54475144296,1284.5215183885
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Honduras,HND,2103.33961562852,2137.07720549607,2227.66426916381,2237.81113333162,2254.85591533411,2036.23487394953,2231.44284291875
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,"Hong Kong SAR, China",HKG,43217.016571331,44328.5843103495,46502.1848805623,47764.3725828167,46593.0916268593,44055.5560663032,48261.7750054628
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Hungary,HUN,12108.3196939821,12724.1334532809,13043.3921822869,13656.860412324,14539.098599961,14168.2393982504,14737.9072967627
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Iceland,ISL,50009.2258746502,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,India,IND,1571.72497593996,1681.65251590297,1776.45574844747,1871.03770127929,1923.3751785219,1771.76343597806,1906.60309684536
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Indonesia,IDN,3212.36839422252,3342.78679649233,3477.09501874907,3628.05156862297,3773.3575946434,3680.02698945878,3785.70514767855
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,"Iran, Islamic Rep.",IRN,4994.65719256076,5338.55760216634,5408.3182704576,5236.23161734268,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Iraq,IRQ,4376.7869432866,4863.2396515034,4666.0344784215,4671.99565306492,4824.65174914878,4159.10122645142,4177.46215997245
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Ireland,IRL,47769.2092285729,50959.4661318578,53087.6884477531,55060.4565208961,57642.3779455686,58245.5567796133,64380.5532642435
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Isle of Man,IMN,81669.1065353879,80980.0610695827,86561.4953153486,91882.3132736451,92262.338425069,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Israel,ISR,35899.3854118149,37092.5371542798,38050.0518847743,38732.1453955018,39884.7547336084,38633.5292259464,41264.4673605258
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Italy,ITA,30033.3108209012,31028.5728606453,31554.9903110957,32036.492200398,32562.8862564482,30154.5889057329,32153.9744621628
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Jamaica,JAM,4920.09542150944,4914.22266283734,5023.10441284139,5061.91894957198,5156.33108940747,4607.53035052657,4824.7557342166
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Japan,JPN,36335.80960283,36786.7433229312,37293.1071191527,37320.877529729,37364.0948320483,36004.5921955994,36360.7360864018
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Jordan,JOR,4018.63012763286,3918.91508926921,3927.99504098332,3911.4644529655,3916.22956445402,3762.51306515599,3761.07836547071
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Kazakhstan,KAZ,9848.51181439161,9366.74459952946,9431.78056701979,9437.72554142876,9699.38704701583,9919.528136713,9620.70974240162
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Kenya,KEN,1348.83882136496,1504.10946955032,1519.65029161051,1579.50458020184,1626.28672435056,1587.81938115355,1678.19878177904
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Kiribati,KIR,3010.96846664898,2602.50772343675,2771.46608111489,2799.79518695306,3066.29459692798,2682.03379248939,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,"Korea, Rep.",KOR,28822.1039733651,29975.2334520913,30875.5157671846,31227.5514932419,31228.2934739117,31202.8915157132,32322.5924484797
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Kosovo,XKX,3578.24528489599,3785.81324736561,3968.50187706658,4077.15567525473,4315.80958777959,4089.94527771905,4514.3792650206
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Kuwait,KWT,32557.582407695,32264.052318249,31326.6982808139,30464.8825687116,29451.4682051211,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Kyrgyz Republic,KGZ,1077.31846094207,1083.46307983592,1116.95925162412,1158.21303080279,1106.12295993487,1061.83362561128,1019.22862922965
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Lao PDR,LAO,2030.93782338571,2138.33456062393,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Latvia,LVA,13722.0559918647,14484.8892245133,15122.344088557,15812.1255137751,16447.2055573581,16706.5517578321,17360.1601889113
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Lebanon,LBN,7723.28230539593,7963.93234377224,8333.89196653409,8257.82573428528,7822.72754775594,6237.85761786189,5871.40955569098
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Lesotho,LSO,1245.7323494664,1289.59764331734,1229.36988243283,1205.45002007565,1214.09204719971,1099.7733130651,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Liberia,LBR,638.956089212196,..,..,..,..,..,..
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,Libya,LBY,7935.18784886827,..,..,..,..,..,..
